i,x,f(x),x²,x³,x⁴,x·f(x),x²·f(x)
880,949,1.04031,900601,854670349,811082161201,987.254664,936904.6766
881,950,1.0368,902500,857375000,814506250000,984.96038,935712.361
882,951,1.04143,904401,860085351,817941168801,990.39993,941870.3334
883,952,1.039399,906304,862801408,821386940416,989.507848,942011.4713
884,953,1.04053,908209,865523177,824843587681,991.625185,945018.8016
885,954,1.040575,910116,868250664,828311133456,992.708645,947044.0477
886,955,1.040099,912025,870983875,831789600625,993.294927,948596.6553
887,956,1.038647,913936,873722816,835279012096,992.946819,949257.1588
888,957,1.038918,915849,876467493,838779390801,994.244813,951492.2861
889,958,1.039237,917764,879217912,842290759696,995.589046,953774.3061
890,959,1.039138,919681,881974079,845813141761,996.533726,955675.8429
891,960,1.039317,921600,884736000,849346560000,997.744704,957834.9158
892,961,1.040107,923521,887503681,852891037441,999.542731,960560.5644
893,962,1.038788,925444,890277128,856446597136,999.314152,961340.2144
894,963,1.039635,927369,893056347,860013262161,1001.168698,964125.4558
895,964,1.039667,929296,895841344,863591055616,1002.238988,966158.3844
896,965,1.040328,931225,898632125,867180000625,1003.917002,968779.9074
897,966,1.0378,933156,901428696,870780120336,1002.515186,968429.6701
898,967,1.039861,935089,904231063,874391437921,1005.545877,972362.8632
899,968,1.040024,937024,907039232,878013976576,1006.742845,974527.0738
900,969,1.039369,938961,909853209,881647759521,1007.148464,975926.8617
901,970,1.039685,940900,912673000,885292810000,1008.494547,978239.7106
902,971,1.039724,942841,915498611,888949151281,1009.571518,980293.9445
903,972,1.038919,944784,918330048,892616806656,1009.828782,981553.5761
904,973,1.038785,946729,921167317,896295799441,1010.738097,983448.1683
905,974,1.040009,948676,924010424,899986152976,1012.968571,986631.3883
906,975,1.039487,950625,926859375,903687890625,1013.500312,988162.8047
907,976,1.039411,952576,929714176,907401035776,1014.464843,990117.687
908,977,1.039267,954529,932574833,911125611841,1015.363957,992010.5857
909,978,1.039625,956484,935441352,914861642256,1016.753641,994385.0611
910,979,1.038941,958441,938313739,918609150481,1017.123337,995763.7468
911,980,1.039036,960400,941192000,922368160000,1018.255672,997890.5586
912,981,1.039283,962361,944076141,926138694321,1019.536231,1000165.0422
913,982,1.039104,964324,946966168,929920776976,1020.399833,1002032.6364
914,983,1.038846,966289,949862087,933714431521,1021.185618,1003825.4625
915,984,1.039367,968256,952763904,937519681536,1022.736734,1006372.9466
916,985,1.038511,970225,955671625,941336550625,1022.933729,1007589.7231
917,986,1.038763,972196,958585256,945165062416,1024.220614,1009881.5252
918,987,1.038576,974169,961504803,949005240561,1025.074512,1011748.5433
919,988,1.039616,976144,964430272,952857108736,1027.140213,1014814.5302
920,989,1.038425,978121,967361669,956720690641,1027.001831,1015704.8104
921,990,1.038235,980100,970299000,960596010000,1027.852848,1017574.3195
922,991,1.038181,982081,973242271,964483090561,1028.837173,1019577.6382
923,992,1.038467,984064,976191488,968381956096,1030.158966,1021917.6947
924,993,1.038632,986049,979146657,972292630401,1031.361278,1024141.7492
925,994,1.038928,988036,982107784,976215137296,1032.69483,1026498.6606
926,995,1.038431,990025,985074875,980149500625,1033.238646,1028072.4528
927,996,1.038292,992016,988047936,984095744256,1034.139031,1030002.4751
928,997,1.038328,994009,991026973,988053892081,1035.213514,1032107.874
929,998,1.039122,996004,994011992,992023968016,1037.043756,1034969.6685
930,999,1.038706,998001,997002999,996005996001,1037.667494,1036629.8263
931,1000,1.038912,1000000,1000000000,1000000000000,1038.9125,1038912.5
932,1001,1.03859,1002001,1003003001,1004006004001,1039.62809,1040667.7176
933,1002,1.03912,1004004,1006012008,1008024032016,1041.198641,1043281.0381
934,1003,1.038671,1006009,1009027027,1012054108081,1041.787414,1044912.7764
935,1004,1.0392,1008016,1012048064,1016096256256,1043.357101,1047530.5296
936,1005,1.038798,1010025,1015075125,1020150500625,1043.992492,1049212.455
937,1006,1.038752,1012036,1018108216,1024216865296,1044.984914,1051254.8239
938,1007,1.038227,1014049,1021147343,1028295374401,1045.49469,1052813.1525
939,1008,1.038262,1016064,1024192512,1032386052096,1046.567995,1054940.5392
940,1009,1.038129,1018081,1027243729,1036488922561,1047.472363,1056899.6141
941,1010,1.038644,1020100,1030301000,1040604010000,1049.029935,1059520.2344
942,1011,1.03838,1022121,1033364331,1044731338641,1049.801978,1061349.7996
943,1012,1.038734,1024144,1036433728,1048870932736,1051.199213,1063813.6034
944,1013,1.038408,1026169,1039509197,1053022816561,1051.907507,1065582.3042
945,1014,1.038403,1028196,1042590744,1057187014416,1052.940946,1067682.1194
946,1015,1.038251,1030225,1045678375,1061363550625,1053.824562,1069631.9304
947,1016,1.0386,1032256,1048772096,1065552449536,1055.218006,1072101.4945
948,1017,1.038269,1034289,1051871913,1069753735521,1055.919878,1073870.516
949,1018,1.038015,1036324,1054977832,1073967432976,1056.699677,1075720.2714
950,1019,1.038009,1038361,1058089859,1078193566321,1057.731069,1077827.9594
951,1020,1.038156,1040400,1061208000,1082432160000,1058.919426,1080097.8145
952,1021,1.038091,1042441,1064332261,1086683238481,1059.890809,1082148.5159
953,1022,1.038057,1044484,1067462648,1090946826256,1060.894458,1084234.1365
954,1023,1.038161,1046529,1070599167,1095222947841,1062.03901,1086465.9071
955,1024,1.037668,1048576,1073741824,1099511627776,1062.572032,1088073.7608
956,1025,1.038175,1050625,1076890625,1103812890625,1064.129477,1090732.7144
957,1026,1.037522,1052676,1080045576,1108126760976,1064.49788,1092174.8247
958,1027,1.037714,1054729,1083206683,1112453263441,1065.732073,1094506.8386
959,1028,1.037604,1056784,1086373952,1116792422656,1066.656809,1096523.1999
960,1029,1.037638,1058841,1089547389,1121144263281,1067.729605,1098693.7634
961,1030,1.036672,1060900,1092727000,1125508810000,1067.772366,1099805.537
962,1031,1.037188,1062961,1095912791,1129886087521,1069.341137,1102490.7126
963,1032,1.037078,1065024,1099104768,1134276120576,1070.264496,1104512.9599
964,1033,1.037319,1067089,1102302937,1138678933921,1071.550114,1106911.2676
965,1034,1.037408,1069156,1105507304,1143094552336,1072.680286,1109151.4153
966,1035,1.036459,1071225,1108717875,1147523000625,1072.734651,1110280.3638
967,1036,1.03688,1073296,1111934656,1151964303616,1074.207991,1112879.4785
968,1037,1.036782,1075369,1115157653,1156418486161,1075.143038,1114923.3301
969,1038,1.036449,1077444,1118386872,1160885573136,1075.833751,1116715.4331
970,1039,1.036749,1079521,1121622319,1165365589441,1077.182419,1119192.5331
971,1040,1.036824,1081600,1124864000,1169858560000,1078.297272,1121429.1629
972,1041,1.03685,1083681,1128111921,1174364509761,1079.361162,1123614.97
973,1042,1.036988,1085764,1131366088,1178883463696,1080.541496,1125924.2388
974,1043,1.036646,1087849,1134626507,1183415446801,1081.221569,1127714.0969
975,1044,1.037051,1089936,1137893184,1187960484096,1082.680931,1130318.8918
976,1045,1.036622,1092025,1141166125,1192518600625,1083.26999,1132017.1396
977,1046,1.036436,1094116,1144445336,1197089821456,1084.112161,1133981.32
978,1047,1.036977,1096209,1147730823,1201674171681,1085.715233,1136743.8491
979,1048,1.036675,1098304,1151022592,1206271676416,1086.435714,1138584.6287
980,1049,1.03662,1100401,1154320649,1210882360801,1087.414485,1140697.7947
981,1050,1.036702,1102500,1157625000,1215506250000,1088.53689,1142963.7345
982,1051,1.036768,1104601,1160935651,1220143369201,1089.643273,1145215.08
983,1052,1.03666,1106704,1164252608,1224793743616,1090.566741,1147276.2113
984,1053,1.035921,1108809,1167575877,1229457398481,1090.824708,1148638.4172
985,1054,1.036233,1110916,1170905464,1234134359056,1092.189371,1151167.5972
986,1055,1.035984,1113025,1174241375,1238824650625,1092.96312,1153076.0916
987,1056,1.036286,1115136,1177583616,1243528298496,1094.318122,1155599.9364
988,1057,1.036345,1117249,1180932193,1248245328001,1095.417088,1157855.8618
989,1058,1.036164,1119364,1184287112,1252975764496,1096.261829,1159845.0155
990,1059,1.036328,1121481,1187648379,1257719633361,1097.47167,1162222.4982
991,1060,1.03537,1123600,1191016000,1262476960000,1097.492412,1163341.9567
992,1061,1.036152,1125721,1194389981,1267247769841,1099.357484,1166418.2907
993,1062,1.035022,1127844,1197770328,1272032088336,1099.193789,1167343.8037
994,1063,1.035448,1129969,1201157047,1276829940961,1100.681649,1170024.5931
995,1064,1.035789,1132096,1204550144,1281641353216,1102.079496,1172612.5837
996,1065,1.035259,1134225,1207949625,1286466350625,1102.550516,1174216.299
997,1066,1.035548,1136356,1211355496,1291304958736,1103.893635,1176750.6149
998,1067,1.035187,1138489,1214767763,1296157203121,1104.544316,1178548.7847
999,1068,1.035427,1140624,1218186432,1301023109376,1105.835929,1181032.7724
1000,1069,1.035566,1142761,1221611509,1305902703121,1107.020375,1183404.7806
1001,1070,1.035011,1144900,1225043000,1310796010000,1107.461342,1184983.6359
1002,1071,1.035574,1147041,1228480911,1315703055681,1109.09954,1187845.6071
1003,1072,1.035009,1149184,1231925248,1320623865856,1109.530077,1189416.2423
1004,1073,1.035075,1151329,1235376017,1325558466241,1110.635153,1191711.5193
1005,1074,1.035493,1153476,1238833224,1330506882576,1112.119267,1194416.093
1006,1075,1.03525,1155625,1242296875,1335469140625,1112.894072,1196361.1279
1007,1076,1.034974,1157776,1245766976,1340445266176,1113.631916,1198267.942
1008,1077,1.033973,1159929,1249243533,1345435285041,1113.588598,1199334.9199
1009,1078,1.034607,1162084,1252726552,1350439223056,1115.306562,1202300.4734
1010,1079,1.034304,1164241,1256216039,1355457106081,1116.01434,1204179.4725
1011,1080,1.034834,1166400,1259712000,1360488960000,1117.621152,1207030.8442
1012,1081,1.034313,1168561,1263214441,1365534810721,1118.092029,1208657.483
1013,1082,1.034174,1170724,1266723368,1370594684176,1118.975727,1210731.7366
1014,1083,1.034246,1172889,1270238787,1375668606321,1120.087985,1213055.2875
1015,1084,1.034439,1175056,1273760704,1380756603136,1121.331984,1215523.8711
1016,1085,1.034642,1177225,1277289125,1385858700625,1122.586462,1218006.3107
1017,1086,1.034355,1179396,1280824056,1390974924816,1123.309421,1219914.0316
1018,1087,1.034108,1181569,1284365503,1396105301761,1124.075613,1221870.1918
1019,1088,1.03448,1183744,1287913472,1401249857536,1125.513696,1224558.9012
1020,1089,1.033915,1185921,1291467969,1406408618241,1125.933217,1226141.2735
1021,1090,1.033767,1188100,1295029000,1411581610000,1126.805594,1228218.0975
1022,1091,1.033653,1190281,1298596571,1416768858961,1127.714878,1230336.9314
1023,1092,1.034058,1192464,1302170688,1421970391296,1129.191664,1233077.2967
1024,1093,1.0336,1194649,1305751357,1427186233201,1129.725128,1234789.5648
1025,1094,1.033855,1196836,1309338584,1432416410896,1131.037589,1237355.1221
1026,1095,1.033312,1199025,1312932375,1437660950625,1131.476421,1238966.681
1027,1096,1.033223,1201216,1316532736,1442919878656,1132.412627,1241124.2394
1028,1097,1.033228,1203409,1320139673,1448193221281,1133.451116,1243395.8743
1029,1098,1.033473,1205604,1323753192,1453481004816,1134.753354,1245959.1827
1030,1099,1.033695,1207801,1327373299,1458783255601,1136.031025,1248498.0963
1031,1100,1.033379,1210000,1331000000,1464100000000,1136.71668,1250388.348
1032,1101,1.032873,1212201,1334633301,1469431264401,1137.192953,1252049.441
1033,1102,1.033146,1214404,1338273208,1474777075216,1138.527002,1254656.7564
1034,1103,1.033216,1216609,1341919727,1480137458881,1139.637138,1257019.7629
1035,1104,1.033344,1218816,1345572864,1485512441856,1140.812218,1259456.6882
1036,1105,1.033302,1221025,1349232625,1490902050625,1141.7986,1261687.4524
1037,1106,1.033336,1223236,1352899016,1496306311696,1142.869837,1264014.0399
1038,1107,1.033467,1225449,1356572043,1501725251601,1144.04819,1266461.3468
1039,1108,1.033182,1227664,1360251712,1507158896896,1144.765434,1268400.1013
1040,1109,1.033389,1229881,1363938029,1512607274161,1146.028845,1270945.9887
1041,1110,1.032292,1232100,1367631000,1518070410000,1145.844342,1271887.2196
1042,1111,1.033007,1234321,1371330631,1523548331041,1147.670777,1275062.2332
1043,1112,1.032326,1236544,1375036928,1529041063936,1147.946734,1276516.7687
1044,1113,1.032814,1238769,1378749897,1534548635361,1149.521426,1279417.3466
1045,1114,1.032938,1240996,1382469544,1540071072016,1150.693378,1281872.4226
1046,1115,1.031887,1243225,1386195875,1545608400625,1150.554116,1282867.8399
1047,1116,1.032615,1245456,1389928896,1551160647936,1152.398786,1286077.0456
1048,1117,1.032218,1247689,1393668613,1556727840721,1152.987171,1287886.6699
1049,1118,1.032669,1249924,1397415032,1562310005776,1154.524501,1290758.3921
1050,1119,1.031916,1252161,1401168159,1567907169921,1154.713668,1292124.5948
1051,1120,1.031869,1254400,1404928000,1573519360000,1155.693056,1294376.2227
1052,1121,1.031739,1256641,1408694561,1579146602881,1156.579531,1296525.6544
1053,1122,1.031455,1258884,1412467848,1584788925456,1157.292398,1298482.0703
1054,1123,1.03168,1261129,1416247867,1590446354641,1158.576752,1301081.6928
1055,1124,1.031988,1263376,1420034624,1596118917376,1159.9544,1303788.7452
1056,1125,1.031149,1265625,1423828125,1601806640625,1160.042175,1305047.4469
1057,1126,1.031329,1267876,1427628376,1607509551376,1161.276004,1307596.7801
1058,1127,1.031759,1270129,1431435383,1613227676641,1162.792393,1310467.0269
1059,1128,1.031597,1272384,1435249152,1618961043456,1163.641078,1312587.1355
1060,1129,1.031086,1274641,1439069689,1624709678881,1164.09553,1314263.8528
1061,1130,1.030809,1276900,1442897000,1630473610000,1164.813944,1316239.7567
1062,1131,1.031828,1279161,1446731091,1636252863921,1166.997242,1319873.8805
1063,1132,1.031197,1281424,1450571968,1642047467776,1167.31523,1321400.8408
1064,1133,1.031487,1283689,1454419637,1647857448721,1168.674998,1324108.7723
1065,1134,1.030822,1285956,1458274104,1653682833936,1168.952375,1325591.993
1066,1135,1.031468,1288225,1462135375,1659523650625,1170.716748,1328763.5084
1067,1136,1.031458,1290496,1466003456,1665379926016,1171.736856,1331093.0684
1068,1137,1.030561,1292769,1469878353,1671251687361,1171.747971,1332277.4427
1069,1138,1.030556,1295044,1473760072,1677138961936,1172.772842,1334615.494
1070,1139,1.030516,1297321,1477648619,1683041777041,1173.75761,1336909.9179
1071,1140,1.030526,1299600,1481544000,1688960160000,1174.80021,1339272.2394
1072,1141,1.030196,1301881,1485446221,1694894138161,1175.45375,1341192.7289
1073,1142,1.030444,1304164,1489355288,1700843738896,1176.766477,1343867.3167
1074,1143,1.030073,1306449,1493271207,1706808989601,1177.373325,1345737.7101
1075,1144,1.030324,1308736,1497193984,1712789917696,1178.69077,1348422.2413
1076,1145,1.029824,1311025,1501123625,1718786550625,1179.14848,1350125.0096
1077,1146,1.030022,1313316,1505060136,1724798915856,1180.405556,1352744.7669
1078,1147,1.030287,1315609,1509003523,1730827040881,1181.739074,1355454.7182
1079,1148,1.030225,1317904,1512953792,1736870953216,1182.698644,1357738.0438
1080,1149,1.029429,1320201,1516910949,1742930680401,1182.813461,1359052.6671
1081,1150,1.0299,1322500,1520875000,1749006250000,1184.38477,1362042.4855
1082,1151,1.029354,1324801,1524845951,1755097689601,1184.786339,1363689.0761
1083,1152,1.029575,1327104,1528823808,1761205026816,1186.069824,1366352.4372
1084,1153,1.029398,1329409,1532808577,1767328289281,1186.89624,1368491.3646
1085,1154,1.029162,1331716,1536800264,1773467504656,1187.653179,1370551.7683
1086,1155,1.029492,1334025,1540798875,1779622700625,1189.06326,1373368.0653
1087,1156,1.029654,1336336,1544804416,1785793904896,1190.28014,1375963.8414
1088,1157,1.029807,1338649,1548816893,1791981145201,1191.486583,1378549.9769
1089,1158,1.029033,1340964,1552836312,1798184449296,1191.620561,1379896.6101
1090,1159,1.02912,1343281,1556862679,1804403844961,1192.75008,1382397.3427
1091,1160,1.028875,1345600,1560896000,1810639360000,1193.495,1384454.2
1092,1161,1.028919,1347921,1564936281,1816891022241,1194.575191,1386901.797
1093,1162,1.028962,1350244,1568983528,1823158859536,1195.654193,1389350.1718
1094,1163,1.028968,1352569,1573037747,1829442899761,1196.689435,1391749.813
1095,1164,1.029046,1354896,1577098944,1835743170816,1197.810126,1394250.9867
1096,1165,1.028814,1357225,1581167125,1842059700625,1198.568077,1396331.8097
1097,1166,1.028474,1359556,1585242296,1848392517136,1199.200567,1398267.8616
1098,1167,1.02823,1361889,1589324463,1854741648321,1199.94441,1400335.1265
1099,1168,1.028346,1364224,1593413632,1861107122176,1201.108712,1402894.9756
1100,1169,1.02812,1366561,1597509809,1867488966721,1201.872631,1404989.1053
1101,1170,1.027757,1368900,1601613000,1873887210000,1202.475339,1406896.1466
1102,1171,1.028087,1371241,1605723211,1880301880081,1203.88976,1409754.9088
1103,1172,1.028422,1373584,1609840448,1886733005056,1205.310701,1412624.1418
1104,1173,1.028302,1375929,1613964717,1893180613041,1206.197894,1414870.1298
1105,1174,1.027766,1378276,1618096024,1899644732176,1206.596814,1416544.6601
1106,1175,1.027971,1380625,1622234375,1906125390625,1207.865572,1419242.0477
1107,1176,1.027877,1382976,1626379776,1912622616576,1208.783234,1421529.0837
1108,1177,1.027122,1385329,1630532233,1919136438241,1208.922241,1422901.4775
1109,1178,1.027259,1387684,1634691752,1925666883856,1210.111338,1425511.1557
1110,1179,1.027509,1390041,1638858339,1932213981681,1211.433347,1428279.9159
1111,1180,1.026854,1392400,1643032000,1938777760000,1211.688192,1429792.0666
1112,1181,1.02726,1394761,1647212741,1945358247121,1213.193942,1432782.0454
1113,1182,1.027007,1397124,1651400568,1951955471376,1213.922156,1434855.9882
1114,1183,1.026524,1399489,1655595487,1958569461121,1214.378365,1436609.606
1115,1184,1.026892,1401856,1659797504,1965200244736,1215.84001,1439554.5714
1116,1185,1.026472,1404225,1664006625,1971847850625,1216.36932,1441397.6442
1117,1186,1.0267,1406596,1668222856,1978512307216,1217.6662,1444152.1132
1118,1187,1.026499,1408969,1672446203,1985193642961,1218.453838,1446304.7059
1119,1188,1.026677,1411344,1676676672,1991891886336,1219.692038,1448994.1416
1120,1189,1.02621,1413721,1680914269,1998607065841,1220.163452,1450774.3447
Σ,697406,1179.37097,554612058,495627251390,472505647098402,729213.275098,577619185.2652
